Dia,Cidade,Operacao,Pedidos,Horas_Operacionais,Receita,Pedidos_Cancelados,Taxa_Cancelamento_Pct,Meta_Pedidos,Pedidos_Por_Hora,Receita_Por_Hora,Atingimento_Meta_Pct
2025-07-01,Curitiba,Operação A,15171,90.9,586339.55,428,2.82,13648,166.9,6450.38,111.16
2025-07-01,Curitiba,Operação B,13458,83.0,569696.78,521,3.88,12460,162.14,6863.82,108.01
2025-07-01,Curitiba,Operação C,10409,64.7,423185.53,386,3.72,9716,160.88,6540.73,107.13
2025-07-01,Belo Horizonte,Operação A,10272,69.6,403606.96,328,3.2,10444,147.59,5798.95,98.35
2025-07-01,Belo Horizonte,Operação B,9438,63.2,339223.84,371,3.94,9488,149.34,5367.47,99.47
2025-07-01,Belo Horizonte,Operação C,8299,60.8,320844.99,312,3.77,9120,136.5,5277.06,91.0
2025-07-01,Campinas,Operação A,9873,66.9,411720.19,372,3.77,10045,147.58,6154.26,98.29
2025-07-01,Campinas,Operação B,8286,51.4,321487.08,288,3.49,7722,161.21,6254.61,107.3
2025-07-01,Campinas,Operação C,8047,53.9,305024.44,263,3.27,8086,149.29,5659.08,99.52
2025-07-02,São Paulo,Operação A,18112,129.3,883308.69,596,3.29,19374,140.08,6831.47,93.49
2025-07-02,São Paulo,Operação B,14704,102.7,572205.02,455,3.1,15401,143.17,5571.62,95.47
2025-07-02,São Paulo,Operação C,12649,82.9,510664.62,629,4.98,12423,152.58,6160.01,101.82
2025-07-02,Rio de Janeiro,Operação A,14909,95.6,640958.56,394,2.64,14325,155.95,6704.59,104.08
2025-07-02,Rio de Janeiro,Operação B,14305,95.0,458195.46,576,4.03,14241,150.58,4823.11,100.45
2025-07-02,Rio de Janeiro,Operação C,10270,71.6,459599.02,330,3.22,10726,143.44,6418.98,95.75
2025-07-02,Curitiba,Operação A,15338,91.3,604628.35,634,4.13,13684,168.0,6622.44,112.09
2025-07-02,Curitiba,Operação B,12270,68.5,481329.67,530,4.32,10269,179.12,7026.71,119.49
2025-07-02,Curitiba,Operação C,11217,70.9,441028.07,379,3.38,10620,158.21,6220.42,105.62
2025-07-02,Belo Horizonte,Operação A,10238,65.1,444313.45,369,3.61,9755,157.27,6825.09,104.95
2025-07-02,Belo Horizonte,Operação B,6901,48.9,269191.7,257,3.73,7327,141.12,5504.94,94.19
2025-07-02,Belo Horizonte,Operação C,9697,63.4,431913.9,259,2.68,9497,152.95,6812.52,102.11
2025-07-02,Campinas,Operação A,12002,75.0,522209.65,402,3.35,11241,160.03,6962.8,106.77
2025-07-02,Campinas,Operação B,11908,74.3,454012.23,440,3.7,11139,160.27,6110.53,106.9
2025-07-02,Campinas,Operação C,8820,59.4,408869.52,335,3.81,8901,148.48,6883.33,99.09
2025-07-03,São Paulo,Operação A,16025,101.5,647023.53,629,3.93,15190,157.88,6374.62,105.5
2025-07-03,São Paulo,Operação B,17107,109.1,832443.88,574,3.36,16332,156.8,7630.1,104.75
2025-07-03,São Paulo,Operação C,15452,94.6,642967.24,637,4.12,14156,163.34,6796.69,109.16
2025-07-03,Rio de Janeiro,Operação A,14945,99.6,549229.43,551,3.69,14904,150.05,5514.35,100.28
2025-07-03,Rio de Janeiro,Operação B,15485,92.5,699373.21,506,3.27,13842,167.41,7560.79,111.87
2025-07-03,Rio de Janeiro,Operação C,11335,71.1,526431.55,465,4.1,10647,159.42,7404.1,106.46
2025-07-03,Curitiba,Operação A,14089,92.5,565441.22,410,2.91,13840,152.31,6112.88,101.8
2025-07-03,Curitiba,Operação B,11292,73.4,483599.22,383,3.4,10988,153.84,6588.55,102.77
2025-07-03,Curitiba,Operação C,9362,64.0,428465.75,333,3.56,9581,146.28,6694.78,97.71
2025-07-03,Belo Horizonte,Operação A,11570,78.9,424299.06,526,4.55,11815,146.64,5377.68,97.93
2025-07-03,Belo Horizonte,Operação B,10087,73.6,454445.27,427,4.24,11014,137.05,6174.53,91.58
2025-07-03,Belo Horizonte,Operação C,10698,62.2,458589.87,253,2.37,9311,171.99,7372.83,114.9
2025-07-03,Campinas,Operação A,11529,73.3,456396.36,456,3.96,10969,157.29,6226.42,105.11
2025-07-03,Campinas,Operação B,8241,49.8,317175.6,223,2.71,7458,165.48,6368.99,110.5
2025-07-03,Campinas,Operação C,8498,53.3,362488.11,246,2.91,7981,159.44,6800.9,106.48
2025-07-04,São Paulo,Operação A,16259,114.3,668265.72,708,4.36,17090,142.25,5846.59,95.14
2025-07-04,São Paulo,Operação B,16780,102.5,802446.54,508,3.03,15317,163.71,7828.75,109.55
2025-07-04,São Paulo,Operação C,15818,88.9,755742.5,341,2.16,13288,177.93,8501.04,119.04
2025-07-04,Rio de Janeiro,Operação A,16442,106.4,744918.17,477,2.9,15911,154.53,7001.11,103.34
2025-07-04,Rio de Janeiro,Operação B,12408,84.3,492750.04,515,4.15,12604,147.19,5845.2,98.44
2025-07-04,Rio de Janeiro,Operação C,10505,71.1,366035.7,452,4.31,10629,147.75,5148.18,98.83
2025-07-04,Curitiba,Operação A,14152,93.8,577517.68,546,3.86,14016,150.87,6156.9,100.97
2025-07-04,Curitiba,Operação B,13365,84.1,524039.41,294,2.2,12574,158.92,6231.15,106.29
2025-07-04,Curitiba,Operação C,8871,57.1,349328.36,324,3.66,8541,155.36,6117.83,103.86
2025-07-04,Belo Horizonte,Operação A,10910,76.3,406854.34,518,4.75,11403,142.99,5332.3,95.68
2025-07-04,Belo Horizonte,Operação B,13148,75.9,580613.1,414,3.16,11349,173.23,7649.71,115.85
2025-07-04,Belo Horizonte,Operação C,10879,70.6,466528.15,377,3.47,10553,154.09,6608.05,103.09
2025-07-04,Campinas,Operação A,8607,50.1,378398.28,323,3.76,7488,171.8,7552.86,114.94
2025-07-04,Campinas,Operação B,9540,61.1,377887.84,380,3.99,9128,156.14,6184.74,104.51
2025-07-04,Campinas,Operação C,7041,45.0,311538.16,235,3.34,6726,156.47,6923.07,104.68
2025-07-05,São Paulo,Operação A,15218,120.5,580364.19,561,3.69,15825,126.29,4816.3,96.16
2025-07-05,São Paulo,Operação B,12647,107.2,557581.98,387,3.07,14088,117.98,5201.32,89.77
2025-07-05,São Paulo,Operação C,10929,88.9,421788.7,466,4.27,11671,122.94,4744.53,93.64
2025-07-05,Rio de Janeiro,Operação A,13733,104.0,570387.06,534,3.89,13656,132.05,5484.49,100.56
2025-07-05,Rio de Janeiro,Operação B,12596,93.3,584099.65,538,4.28,12254,135.01,6260.45,102.79
2025-07-05,Rio de Janeiro,Operação C,11210,82.3,500294.28,420,3.75,10807,136.21,6078.91,103.73
2025-07-05,Curitiba,Operação A,13317,92.3,505073.65,350,2.63,12124,144.28,5472.09,109.84
2025-07-05,Curitiba,Operação B,9990,68.9,356590.69,381,3.82,9049,144.99,5175.48,110.4
2025-07-05,Curitiba,Operação C,9905,67.5,423155.02,240,2.43,8864,146.74,6268.96,111.74
2025-07-05,Belo Horizonte,Operação A,9144,73.4,364372.16,306,3.35,9647,124.58,4964.2,94.79
2025-07-05,Belo Horizonte,Operação B,9213,61.5,338106.73,421,4.58,8084,149.8,5497.67,113.97
2025-07-05,Belo Horizonte,Operação C,10046,69.6,394053.68,379,3.77,9147,144.34,5661.69,109.83
2025-07-05,Campinas,Operação A,8921,61.8,372041.93,283,3.17,8116,144.35,6020.1,109.92
2025-07-05,Campinas,Operação B,5939,52.9,224766.42,260,4.39,6953,112.27,4248.89,85.42
2025-07-05,Campinas,Operação C,6881,51.3,307045.48,340,4.94,6739,134.13,5985.29,102.11
2025-07-06,São Paulo,Operação A,16062,127.2,549797.73,865,5.39,16679,126.27,4322.31,96.3
2025-07-06,São Paulo,Operação B,16259,118.4,600250.53,694,4.27,15529,137.32,5069.68,104.7
2025-07-06,São Paulo,Operação C,12028,89.4,548210.2,453,3.77,11733,134.54,6132.11,102.51
2025-07-06,Rio de Janeiro,Operação A,12641,95.4,564352.54,494,3.91,12518,132.51,5915.65,100.98
2025-07-06,Rio de Janeiro,Operação B,13290,92.0,538951.12,484,3.64,12073,144.46,5858.16,110.08
2025-07-06,Rio de Janeiro,Operação C,7318,55.7,329716.97,233,3.19,7313,131.38,5919.51,100.07
2025-07-06,Curitiba,Operação A,10255,81.6,471868.07,403,3.94,10705,125.67,5782.7,95.8
2025-07-06,Curitiba,Operação B,9483,79.6,392199.81,310,3.28,10439,119.13,4927.13,90.84
2025-07-06,Curitiba,Operação C,8169,63.0,331788.7,341,4.18,8261,129.67,5266.49,98.89
2025-07-06,Belo Horizonte,Operação A,10176,66.8,447086.27,352,3.47,8758,152.34,6692.91,116.19
2025-07-06,Belo Horizonte,Operação B,9261,76.0,364338.82,315,3.4,9976,121.86,4793.93,92.83
2025-07-06,Belo Horizonte,Operação C,9578,70.9,419518.49,290,3.03,9300,135.09,5917.04,102.99
2025-07-06,Campinas,Operação A,11228,74.1,516287.09,385,3.43,9724,151.52,6967.44,115.47
2025-07-06,Campinas,Operação B,9340,66.2,411206.12,409,4.39,8688,141.09,6211.57,107.5
2025-07-06,Campinas,Operação C,8309,61.9,370311.49,265,3.19,8113,134.23,5982.42,102.42
2025-07-07,São Paulo,Operação A,16815,111.4,701099.53,365,2.17,16585,150.94,6293.53,101.39
2025-07-07,São Paulo,Operação B,13459,108.5,711432.88,632,4.7,16155,124.05,6556.99,83.31
2025-07-07,São Paulo,Operação C,13603,88.4,587811.31,411,3.03,13155,153.88,6649.45,103.41
2025-07-07,Rio de Janeiro,Operação A,16001,105.1,666008.17,583,3.65,15642,152.25,6336.9,102.3
2025-07-07,Rio de Janeiro,Operação B,12495,81.0,532959.12,450,3.6,12058,154.26,6579.74,103.62
2025-07-07,Rio de Janeiro,Operação C,12931,77.9,524809.68,476,3.68,11591,165.99,6736.97,111.56
2025-07-07,Curitiba,Operação A,14371,94.0,615910.21,491,3.42,13986,152.88,6552.24,102.75
2025-07-07,Curitiba,Operação B,12456,82.5,587093.86,425,3.42,12275,150.98,7116.29,101.47
2025-07-07,Curitiba,Operação C,9495,58.9,387218.72,379,4.0,8772,161.21,6574.17,108.24
2025-07-07,Belo Horizonte,Operação A,9394,61.0,377277.87,248,2.65,9088,154.0,6184.88,103.37
2025-07-07,Belo Horizonte,Operação B,9719,65.8,406332.5,233,2.41,9799,147.71,6175.27,99.18
2025-07-07,Belo Horizonte,Operação C,10710,63.5,461854.98,444,4.15,9460,168.66,7273.31,113.21
2025-07-07,Campinas,Operação A,13101,78.4,648244.75,406,3.1,11669,167.1,8268.43,112.27
2025-07-07,Campinas,Operação B,9163,56.5,410805.37,377,4.12,8406,162.18,7270.89,109.01
2025-07-07,Campinas,Operação C,10367,67.3,453085.86,281,2.72,10025,154.04,6732.33,103.41
2025-07-08,São Paulo,Operação A,19922,132.8,812162.89,642,3.22,19745,150.02,6115.68,100.9
2025-07-08,São Paulo,Operação B,14283,98.0,569965.73,343,2.41,14566,145.74,5815.98,98.06
2025-07-08,São Paulo,Operação C,14786,84.7,664521.59,627,4.24,12591,174.57,7845.59,117.43
2025-07-08,Rio de Janeiro,Operação A,19408,112.0,677616.92,488,2.52,16645,173.29,6050.15,116.6
2025-07-08,Rio de Janeiro,Operação B,12564,84.6,512582.58,394,3.14,12572,148.51,6058.9,99.94
2025-07-08,Rio de Janeiro,Operação C,12459,80.9,487254.81,219,1.76,12028,154.0,6022.93,103.58
2025-07-08,Curitiba,Operação A,11509,77.9,472003.45,298,2.6,11583,147.74,6059.09,99.36
2025-07-08,Curitiba,Operação B,9953,70.4,413016.88,262,2.64,10460,141.38,5866.72,95.15
2025-07-08,Curitiba,Operação C,8233,59.0,340730.92,231,2.81,8771,139.54,5775.1,93.87
2025-07-08,Belo Horizonte,Operação A,13665,86.5,570111.9,391,2.86,12859,157.98,6590.89,106.27
2025-07-08,Belo Horizonte,Operação B,11653,72.4,496076.99,557,4.78,10757,160.95,6851.89,108.33
2025-07-08,Belo Horizonte,Operação C,10550,64.6,448736.46,426,4.04,9596,163.31,6946.38,109.94
2025-07-08,Campinas,Operação A,9686,65.1,420347.74,365,3.77,9684,148.79,6456.95,100.02
2025-07-08,Campinas,Operação B,10762,65.1,390661.84,292,2.72,9670,165.31,6000.95,111.29
2025-07-08,Campinas,Operação C,8126,55.7,451082.98,317,3.91,8284,145.89,8098.44,98.09
2025-07-09,São Paulo,Operação A,17348,117.3,695296.58,611,3.52,17417,147.89,5927.51,99.6
2025-07-09,São Paulo,Operação B,15337,103.3,627396.66,701,4.58,15333,148.47,6073.54,100.03
2025-07-09,São Paulo,Operação C,15594,99.9,571285.58,612,3.93,14829,156.1,5718.57,105.16
2025-07-09,Rio de Janeiro,Operação A,19267,114.6,865814.73,893,4.64,17014,168.12,7555.1,113.24
2025-07-09,Rio de Janeiro,Operação B,14505,90.6,569711.4,541,3.73,13446,160.1,6288.21,107.88
2025-07-09,Rio de Janeiro,Operação C,13042,88.7,502824.22,466,3.58,13165,147.03,5668.82,99.07
2025-07-09,Curitiba,Operação A,13356,83.3,536737.06,651,4.87,12363,160.34,6443.42,108.03
2025-07-09,Curitiba,Operação B,10808,64.8,420870.04,222,2.06,9615,166.79,6494.91,112.41
2025-07-09,Curitiba,Operação C,10035,66.6,376930.28,216,2.15,9888,150.68,5659.61,101.49
2025-07-09,Belo Horizonte,Operação A,13126,80.1,582004.4,465,3.55,11890,163.87,7265.97,110.4
2025-07-09,Belo Horizonte,Operação B,11185,73.1,405804.14,264,2.36,10844,153.01,5551.36,103.14
2025-07-09,Belo Horizonte,Operação C,9087,59.9,412585.52,373,4.11,8894,151.7,6887.91,102.17
2025-07-09,Campinas,Operação A,11273,75.0,411209.63,431,3.83,11128,150.31,5482.8,101.3
2025-07-09,Campinas,Operação B,8326,65.2,321905.2,245,2.95,9675,127.7,4937.2,86.06
2025-07-09,Campinas,Operação C,7955,54.9,332896.56,265,3.33,8157,144.9,6063.69,97.52
2025-07-10,São Paulo,Operação A,16989,116.8,670115.13,447,2.64,17309,145.45,5737.29,98.15
2025-07-10,São Paulo,Operação B,16753,105.2,651985.35,790,4.72,15590,159.25,6197.58,107.46
2025-07-10,São Paulo,Operação C,14924,88.0,588475.58,280,1.88,13045,169.59,6687.22,114.4
2025-07-10,Rio de Janeiro,Operação A,16605,106.5,699694.44,495,2.99,15795,155.92,6569.9,105.13
2025-07-10,Rio de Janeiro,Operação B,13287,90.0,541984.73,554,4.17,13336,147.63,6022.05,99.63
2025-07-10,Rio de Janeiro,Operação C,12884,80.7,529178.42,415,3.23,11958,159.65,6557.35,107.74
2025-07-10,Curitiba,Operação A,11459,76.8,329051.39,346,3.03,11384,149.21,4284.52,100.66
2025-07-10,Curitiba,Operação B,11660,73.2,477188.86,440,3.78,10855,159.29,6518.97,107.42
2025-07-10,Curitiba,Operação C,7581,49.7,267472.76,192,2.53,7365,152.54,5381.75,102.93
2025-07-10,Belo Horizonte,Operação A,13157,78.8,572129.87,462,3.51,11688,166.97,7260.53,112.57
2025-07-10,Belo Horizonte,Operação B,10124,69.6,403178.85,388,3.84,10312,145.46,5792.8,98.18
2025-07-10,Belo Horizonte,Operação C,8239,51.6,333234.36,342,4.16,7655,159.67,6458.03,107.63
2025-07-10,Campinas,Operação A,10475,77.5,415581.77,294,2.82,11482,135.16,5362.35,91.23
2025-07-10,Campinas,Operação B,6936,48.8,359042.2,276,3.99,7236,142.13,7357.42,95.85
2025-07-10,Campinas,Operação C,10947,67.5,427290.17,349,3.19,10012,162.18,6330.22,109.34
2025-07-11,São Paulo,Operação A,19234,122.0,763409.61,440,2.29,18060,157.66,6257.46,106.5
2025-07-11,São Paulo,Operação B,19011,125.5,773691.51,682,3.59,18581,151.48,6164.87,102.31
2025-07-11,São Paulo,Operação C,13655,88.5,643803.06,464,3.4,13102,154.29,7274.61,104.22
2025-07-11,Rio de Janeiro,Operação A,14458,95.6,580378.72,670,4.64,14151,151.23,6070.91,102.17
2025-07-11,Rio de Janeiro,Operação B,15166,98.4,559398.77,382,2.52,14567,154.13,5684.95,104.11
2025-07-11,Rio de Janeiro,Operação C,12445,79.5,504041.28,387,3.12,11766,156.54,6340.14,105.77
2025-07-11,Curitiba,Operação A,12328,80.7,400277.22,322,2.62,11950,152.76,4960.06,103.16
2025-07-11,Curitiba,Operação B,11516,69.4,446184.49,419,3.64,10275,165.94,6429.17,112.08
2025-07-11,Curitiba,Operação C,11102,66.5,522352.54,383,3.45,9849,166.95,7854.93,112.72
2025-07-11,Belo Horizonte,Operação A,11206,76.8,459846.58,353,3.15,11373,145.91,5987.59,98.53
2025-07-11,Belo Horizonte,Operação B,11586,73.6,514038.43,522,4.51,10892,157.42,6984.22,106.37
2025-07-11,Belo Horizonte,Operação C,11477,74.4,532508.18,369,3.22,11011,154.26,7157.37,104.23
2025-07-11,Campinas,Operação A,12986,79.0,597793.16,464,3.58,11698,164.38,7567.0,111.01
2025-07-11,Campinas,Operação B,7844,56.8,328191.79,370,4.73,8412,138.1,5778.02,93.25
2025-07-11,Campinas,Operação C,8384,52.0,380430.75,274,3.27,7691,161.23,7315.98,109.01
2025-07-12,São Paulo,Operação A,13606,127.1,504905.04,376,2.77,16534,107.05,3972.5,82.29
2025-07-12,São Paulo,Operação B,13314,96.8,574634.25,507,3.82,12588,137.54,5936.3,105.77
2025-07-12,São Paulo,Operação C,11843,94.4,439698.56,452,3.82,12278,125.46,4657.82,96.46
2025-07-12,Rio de Janeiro,Operação A,11884,99.3,545301.82,548,4.62,12921,119.68,5491.46,91.97
2025-07-12,Rio de Janeiro,Operação B,13769,101.1,612771.84,632,4.6,13153,136.19,6061.05,104.68
2025-07-12,Rio de Janeiro,Operação C,10850,74.9,467652.2,459,4.23,9742,144.86,6243.69,111.37
2025-07-12,Curitiba,Operação A,12636,86.2,542009.79,292,2.31,11211,146.59,6287.82,112.71
2025-07-12,Curitiba,Operação B,10539,84.0,495461.92,361,3.43,10923,125.46,5898.36,96.48
2025-07-12,Curitiba,Operação C,10619,73.2,464268.75,414,3.91,9520,145.07,6342.47,111.54
2025-07-12,Belo Horizonte,Operação A,9598,83.1,407658.93,250,2.61,10813,115.5,4905.64,88.76
2025-07-12,Belo Horizonte,Operação B,8768,70.9,326697.37,419,4.78,9223,123.67,4607.86,95.07
2025-07-12,Belo Horizonte,Operação C,9249,68.8,395293.7,305,3.3,8953,134.43,5745.55,103.31
2025-07-12,Campinas,Operação A,9569,74.7,439934.4,315,3.3,9720,128.1,5889.35,98.45
2025-07-12,Campinas,Operação B,7884,58.6,312485.59,296,3.76,7618,134.54,5332.52,103.49
2025-07-12,Campinas,Operação C,6992,50.4,327673.27,204,2.92,6551,138.73,6501.45,106.73
2025-07-13,São Paulo,Operação A,16209,117.0,652518.75,627,3.87,15195,138.54,5577.08,106.67
2025-07-13,São Paulo,Operação B,15366,106.4,608125.43,421,2.75,13822,144.42,5715.46,111.17
2025-07-13,São Paulo,Operação C,11019,88.0,487678.82,283,2.57,11439,125.22,5541.8,96.33
2025-07-13,Rio de Janeiro,Operação A,17580,120.1,739244.33,737,4.19,15598,146.38,6155.24,112.71
2025-07-13,Rio de Janeiro,Operação B,12438,78.7,493031.64,423,3.4,10230,158.04,6264.7,121.58
2025-07-13,Rio de Janeiro,Operação C,9215,66.4,346250.15,330,3.58,8624,138.78,5214.61,106.85
2025-07-13,Curitiba,Operação A,10061,81.1,390191.28,370,3.68,10531,124.06,4811.24,95.54
2025-07-13,Curitiba,Operação B,8247,64.8,368254.06,460,5.58,8422,127.27,5682.93,97.92
2025-07-13,Curitiba,Operação C,8579,68.3,347720.11,302,3.53,8872,125.61,5091.07,96.7
2025-07-13,Belo Horizonte,Operação A,11092,77.7,475512.86,468,4.23,10096,142.75,6119.86,109.87
2025-07-13,Belo Horizonte,Operação B,9902,67.5,409289.84,269,2.72,8769,146.7,6063.55,112.92
2025-07-13,Belo Horizonte,Operação C,8967,76.6,350116.92,268,3.0,9949,117.06,4570.72,90.13
2025-07-13,Campinas,Operação A,13351,88.3,640523.74,431,3.24,11470,151.2,7253.95,116.4
2025-07-13,Campinas,Operação B,10808,78.5,496185.05,393,3.64,10196,137.68,6320.83,106.0
2025-07-13,Campinas,Operação C,7092,53.8,291916.93,282,3.99,6986,131.82,5425.97,101.52
2025-07-14,São Paulo,Operação A,18309,120.4,879529.5,206,1.13,17758,152.07,7305.06,103.1
2025-07-14,São Paulo,Operação B,16971,106.1,790642.43,585,3.45,15638,159.95,7451.86,108.52
2025-07-14,São Paulo,Operação C,14927,91.7,715968.56,486,3.26,13513,162.78,7807.73,110.46
2025-07-14,Rio de Janeiro,Operação A,17978,105.6,602332.96,529,2.95,15569,170.25,5703.91,115.47
2025-07-14,Rio de Janeiro,Operação B,16475,100.5,726379.14,517,3.14,14811,163.93,7227.65,111.23
2025-07-14,Rio de Janeiro,Operação C,10691,73.2,515221.02,320,3.0,10792,146.05,7038.54,99.06
2025-07-14,Curitiba,Operação A,12350,85.6,560333.04,379,3.07,12617,144.28,6545.95,97.88
2025-07-14,Curitiba,Operação B,9826,73.1,349280.17,344,3.51,10780,134.42,4778.11,91.15
2025-07-14,Curitiba,Operação C,9730,55.7,328425.52,278,2.86,8207,174.69,5896.33,118.56
2025-07-14,Belo Horizonte,Operação A,11917,80.3,447881.59,325,2.73,11835,148.41,5577.6,100.69
2025-07-14,Belo Horizonte,Operação B,9370,62.8,466698.3,333,3.56,9253,149.2,7431.5,101.26
2025-07-14,Belo Horizonte,Operação C,10982,69.6,510173.75,138,1.26,10264,157.79,7330.08,107.0
2025-07-14,Campinas,Operação A,11406,68.6,452967.12,560,4.91,10113,166.27,6603.02,112.79
2025-07-14,Campinas,Operação B,10592,71.9,423545.97,284,2.69,10598,147.32,5890.76,99.94
2025-07-14,Campinas,Operação C,6920,49.7,302509.49,161,2.34,7329,139.24,6086.71,94.42
2025-07-15,São Paulo,Operação A,19393,122.1,685643.05,919,4.74,17977,158.83,5615.42,107.88
2025-07-15,São Paulo,Operação B,16988,106.1,661943.18,679,4.0,15621,160.11,6238.86,108.75
2025-07-15,São Paulo,Operação C,14820,98.1,741113.96,523,3.54,14441,151.07,7554.68,102.62
2025-07-15,Rio de Janeiro,Operação A,17345,111.7,769113.48,375,2.16,16448,155.28,6885.53,105.45
2025-07-15,Rio de Janeiro,Operação B,13392,92.8,517124.14,655,4.9,13663,144.31,5572.46,98.02
2025-07-15,Rio de Janeiro,Operação C,11016,77.9,446847.22,270,2.46,11466,141.41,5736.16,96.08
2025-07-15,Curitiba,Operação A,13736,94.9,605993.86,629,4.58,13973,144.74,6385.6,98.3
2025-07-15,Curitiba,Operação B,11093,70.3,420199.02,605,5.46,10350,157.8,5977.23,107.18
2025-07-15,Curitiba,Operação C,10731,71.5,417528.88,365,3.41,10527,150.08,5839.56,101.94
2025-07-15,Belo Horizonte,Operação A,13450,77.8,498966.23,485,3.61,11451,172.88,6413.45,117.46
2025-07-15,Belo Horizonte,Operação B,10497,69.6,436313.4,357,3.41,10243,150.82,6268.87,102.48
2025-07-15,Belo Horizonte,Operação C,10699,67.4,467285.74,114,1.07,9930,158.74,6933.02,107.74
2025-07-15,Campinas,Operação A,9795,72.8,436712.82,458,4.68,10722,134.55,5998.8,91.35
2025-07-15,Campinas,Operação B,8217,55.0,325414.38,368,4.49,8100,149.4,5916.63,101.44
2025-07-15,Campinas,Operação C,9343,54.8,407868.82,345,3.69,8066,170.49,7442.86,115.83
2025-07-16,São Paulo,Operação A,19011,118.4,666321.39,678,3.57,17402,160.57,5627.71,109.25
2025-07-16,São Paulo,Operação B,16286,102.0,671784.37,434,2.67,14999,159.67,6586.12,108.58
2025-07-16,São Paulo,Operação C,12673,90.3,434670.61,517,4.08,13270,140.34,4813.63,95.5
2025-07-16,Rio de Janeiro,Operação A,16911,107.8,798397.29,501,2.97,15848,156.87,7406.28,106.71
2025-07-16,Rio de Janeiro,Operação B,12122,80.2,492274.41,342,2.83,11789,151.15,6138.08,102.82
2025-07-16,Rio de Janeiro,Operação C,11462,78.8,397226.83,360,3.15,11588,145.46,5040.95,98.91
2025-07-16,Curitiba,Operação A,11875,76.9,467588.35,521,4.39,11309,154.42,6080.47,105.0
2025-07-16,Curitiba,Operação B,13533,85.0,484425.85,636,4.7,12502,159.21,5699.13,108.25
2025-07-16,Curitiba,Operação C,11558,76.0,546597.52,353,3.06,11170,152.08,7192.07,103.47
2025-07-16,Belo Horizonte,Operação A,9651,67.1,472099.93,222,2.31,9864,143.83,7035.77,97.84
2025-07-16,Belo Horizonte,Operação B,10614,69.7,424009.17,333,3.15,10247,152.28,6083.35,103.58
2025-07-16,Belo Horizonte,Operação C,9026,61.8,327750.0,331,3.67,9092,146.05,5303.4,99.27
2025-07-16,Campinas,Operação A,12610,78.2,488776.94,315,2.5,11503,161.25,6250.34,109.62
2025-07-16,Campinas,Operação B,10034,59.5,447339.72,407,4.06,8750,168.64,7518.31,114.67
2025-07-16,Campinas,Operação C,9439,60.3,400991.7,380,4.03,8873,156.53,6649.95,106.38
2025-07-17,São Paulo,Operação A,15591,114.1,699910.98,700,4.49,16746,136.64,6134.19,93.1
2025-07-17,São Paulo,Operação B,15191,94.7,740152.05,531,3.5,13901,160.41,7815.76,109.28
2025-07-17,São Paulo,Operação C,12927,84.5,514466.99,388,3.01,12403,152.98,6088.37,104.22
2025-07-17,Rio de Janeiro,Operação A,14380,106.8,520905.21,505,3.52,15676,134.64,4877.39,91.73
2025-07-17,Rio de Janeiro,Operação B,13990,90.0,692517.61,501,3.58,13221,155.44,7694.64,105.82
2025-07-17,Rio de Janeiro,Operação C,11813,83.6,532432.59,363,3.08,12270,141.3,6368.81,96.28
2025-07-17,Curitiba,Operação A,12854,85.4,592979.4,315,2.45,12535,150.52,6943.55,102.54
2025-07-17,Curitiba,Operação B,8641,57.8,379116.31,312,3.62,8489,149.5,6559.11,101.79
2025-07-17,Curitiba,Operação C,11504,73.6,457221.96,188,1.64,10802,156.3,6212.25,106.5
2025-07-17,Belo Horizonte,Operação A,12766,78.5,516152.47,449,3.52,11525,162.62,6575.19,110.77
2025-07-17,Belo Horizonte,Operação B,10239,72.6,455563.25,492,4.81,10667,141.03,6274.98,95.99
2025-07-17,Belo Horizonte,Operação C,8401,60.1,350603.94,144,1.72,8828,139.78,5833.68,95.16
2025-07-17,Campinas,Operação A,11440,73.1,557157.12,382,3.34,10731,156.5,7621.85,106.61
2025-07-17,Campinas,Operação B,9176,64.4,372309.7,209,2.28,9450,142.48,5781.21,97.1
2025-07-17,Campinas,Operação C,7833,52.8,338360.53,235,3.0,7746,148.35,6408.34,101.12
2025-07-18,São Paulo,Operação A,17530,118.5,713015.26,624,3.56,17370,147.93,6017.01,100.92
2025-07-18,São Paulo,Operação B,16404,102.8,681051.89,528,3.22,15071,159.57,6625.02,108.84
2025-07-18,São Paulo,Operação C,12801,88.9,519213.11,656,5.12,13041,143.99,5840.42,98.16
2025-07-18,Rio de Janeiro,Operação A,14461,97.3,584948.11,477,3.3,14273,148.62,6011.8,101.32
2025-07-18,Rio de Janeiro,Operação B,13576,87.9,477322.65,587,4.33,12886,154.45,5430.29,105.35
2025-07-18,Rio de Janeiro,Operação C,11593,83.8,381684.35,315,2.72,12288,138.34,4554.71,94.34
2025-07-18,Curitiba,Operação A,14878,83.2,657206.31,305,2.05,12196,178.82,7899.11,121.99
2025-07-18,Curitiba,Operação B,10412,69.0,447869.41,254,2.45,10113,150.9,6490.86,102.96
2025-07-18,Curitiba,Operação C,9210,64.0,346157.53,341,3.71,9384,143.91,5408.71,98.15
2025-07-18,Belo Horizonte,Operação A,13729,85.6,608161.0,425,3.1,12548,160.39,7104.68,109.41
2025-07-18,Belo Horizonte,Operação B,11564,74.7,491883.62,348,3.01,10954,154.81,6584.79,105.57
2025-07-18,Belo Horizonte,Operação C,8812,57.9,456104.7,329,3.74,8484,152.19,7877.46,103.87
