data,ultimo,aberturaa,maxima,minima,Vol.,Var%
"03.02.2017","3,1174","3,1240","3,1393","3,1045","","-0,20%"
"02.02.2017","3,1235","3,1295","3,1304","3,1075","","-0,16%"
"01.02.2017","3,1285","3,1515","3,1634","3,1270","","-0,70%"
"31.01.2017","3,1507","3,1270","3,1569","3,1016","","0,81%"
"30.01.2017","3,1255","3,1396","3,1534","3,1128","","-0,46%"
"27.01.2017","3,1400","3,1780","3,1823","3,1391","","-1,18%"
"26.01.2017","3,1775","3,1702","3,1947","3,1613","","0,25%"
"25.01.2017","3,1697","3,1697","3,1697","3,1697","","0,00%"
"24.01.2017","3,1697","3,1625","3,1755","3,1581","","0,22%"
"23.01.2017","3,1628","3,1690","3,1837","3,1537","","-0,18%"
"20.01.2017","3,1685","3,2002","3,2047","3,1690","","-0,86%"
"19.01.2017","3,1960","3,2315","3,2350","3,1930","","-1,07%"
"18.01.2017","3,2307","3,2149","3,2321","3,2134","","0,60%"
"17.01.2017","3,2113","3,2418","3,2418","3,1961","","-0,93%"
"16.01.2017","3,2415","3,2246","3,2449","3,2169","","0,65%"
"13.01.2017","3,2205","3,1881","3,2241","3,1795","","1,03%"
"12.01.2017","3,1878","3,1975","3,2001","3,1526","","-0,27%"
"11.01.2017","3,1965","3,1955","3,2306","3,1772","","0,03%"
"10.01.2017","3,1955","3,1961","3,2018","3,1809","","-0,04%"
"09.01.2017","3,1967","3,2245","3,2319","3,1898","","-0,84%"
"06.01.2017","3,2239","3,1980","3,2245","3,1876","","0,78%"
"05.01.2017","3,1988","3,2163","3,2298","3,1932","","-0,53%"
"04.01.2017","3,2160","3,2523","3,2523","3,2104","","-1,48%"
"03.01.2017","3,2644","3,2817","3,2926","3,2464","","-0,63%"
"02.01.2017","3,2851","3,2547","3,2891","3,2520","","0,98%"
"30.12.2016","3,2532","3,2532","3,2532","3,2532","","0,00%"
"29.12.2016","3,2532","3,2820","3,2825","3,2408","","-0,94%"
"28.12.2016","3,2840","3,2712","3,2963","3,2629","","0,44%"
"27.12.2016","3,2697","3,2770","3,2905","3,2676","","-0,19%"
"26.12.2016","3,2760","3,2710","3,2859","3,2638","","0,17%"
"23.12.2016","3,2705","3,2875","3,2931","3,2578","","-0,49%"
"22.12.2016","3,2865","3,3280","3,3481","3,2860","","-1,20%"
"21.12.2016","3,3265","3,3590","3,3590","3,3217","","-0,81%"
"20.12.2016","3,3536","3,3650","3,3786","3,3399","","-0,32%"
"19.12.2016","3,3645","3,3920","3,4038","3,3605","","-0,80%"
"16.12.2016","3,3915","3,3720","3,4125","3,3426","","0,67%"
"15.12.2016","3,3690","3,3705","3,4087","3,3626","","0,00%"
"14.12.2016","3,3690","3,3362","3,3728","3,3017","","1,03%"
"13.12.2016","3,3345","3,3388","3,3653","3,3172","","-0,10%"
"12.12.2016","3,3380","3,3785","3,4085","3,3355","","-1,15%"
"09.12.2016","3,3770","3,3755","3,4117","3,3517","","0,06%"
"08.12.2016","3,3750","3,3830","3,4181","3,3698","","-0,22%"
"07.12.2016","3,3825","3,4080","3,4205","3,3767","","-0,73%"
"06.12.2016","3,4075","3,4218","3,4669","3,3940","","-0,37%"
"05.12.2016","3,4201","3,4755","3,4813","3,4175","","-1,58%"
"02.12.2016","3,4750","3,4720","3,4927","3,4443","","0,14%"
"01.12.2016","3,4703","3,3854","3,4802","3,3815","","2,59%"
"30.11.2016","3,3827","3,3998","3,4574","3,3756","","-0,44%"
"29.11.2016","3,3975","3,3857","3,4144","3,3793","","0,39%"
"28.11.2016","3,3844","3,4225","3,4237","3,3815","","-1,06%"
"25.11.2016","3,4208","3,3917","3,4683","3,3909","","0,89%"
"24.11.2016","3,3905","3,3944","3,4379","3,3822","","-0,07%"
"23.11.2016","3,3930","3,3546","3,4204","3,3524","","1,16%"
"22.11.2016","3,3540","3,3527","3,3913","3,3277","","0,09%"
"21.11.2016","3,3511","3,3838","3,3847","3,3399","","-0,93%"
"18.11.2016","3,3825","3,4181","3,4429","3,3716","","-1,03%"
"17.11.2016","3,4178","3,4200","3,4531","3,3867","","-0,04%"
"16.11.2016","3,4190","3,4405","3,4457","3,4027","","-0,58%"
"15.11.2016","3,4389","3,4331","3,4457","3,4320","","0,21%"
"14.11.2016","3,4316","3,3932","3,4746","3,3893","","1,23%"
"11.11.2016","3,3900","3,3889","3,5080","3,3706","","0,15%"
"10.11.2016","3,3849","3,2186","3,3963","3,2088","","5,26%"
"09.11.2016","3,2157","3,1695","3,2493","3,1650","","1,51%"
"08.11.2016","3,1680","3,2012","3,2153","3,1621","","-1,02%"
"07.11.2016","3,2005","3,2348","3,2366","3,1876","","-0,98%"
"04.11.2016","3,2322","3,2423","3,2640","3,2162","","-0,27%"
"03.11.2016","3,2410","3,2358","3,2565","3,2198","","0,20%"
"02.11.2016","3,2344","3,2367","3,2425","3,2355","","-0,03%"
"01.11.2016","3,2355","3,1891","3,2550","3,1777","","1,50%"
"31.10.2016","3,1878","3,2045","3,2065","3,1628","","-0,54%"
"28.10.2016","3,2050","3,1707","3,2072","3,1573","","1,15%"
"27.10.2016","3,1686","3,1409","3,1740","3,1276","","0,93%"
"26.10.2016","3,1394","3,1142","3,1534","3,1110","","0,83%"
"25.10.2016","3,1136","3,1243","3,1373","3,1017","","-0,30%"
"24.10.2016","3,1231","3,1515","3,1540","3,1140","","-0,84%"
"21.10.2016","3,1496","3,1433","3,1691","3,1370","","0,25%"
"20.10.2016","3,1418","3,1699","3,1737","3,1340","","-0,83%"
"19.10.2016","3,1682","3,1878","3,1980","3,1636","","-0,60%"
"18.10.2016","3,1873","3,2023","3,2068","3,1738","","-0,42%"
"17.10.2016","3,2007","3,2066","3,2168","3,1885","","-0,09%"
"14.10.2016","3,2036","3,1780","3,2081","3,1639","","0,84%"
"13.10.2016","3,1770","3,2026","3,2188","3,1760","","-0,75%"
"12.10.2016","3,2010","3,1965","3,2047","3,1948","","0,20%"
"11.10.2016","3,1946","3,2066","3,2268","3,1939","","-0,32%"
"10.10.2016","3,2050","3,2227","3,2238","3,1975","","-0,43%"
"07.10.2016","3,2190","3,2283","3,2419","3,1912","","-0,33%"
"06.10.2016","3,2295","3,2202","3,2445","3,2173","","0,32%"
"05.10.2016","3,2191","3,2579","3,2615","3,2170","","-1,14%"
"04.10.2016","3,2563","3,2094","3,2615","3,2062","","1,47%"
"03.10.2016","3,2090","3,2631","3,2640","3,1980","","-1,53%"
"30.09.2016","3,2589","3,2592","3,2630","3,2297","","0,03%"
"29.09.2016","3,2580","3,2183","3,2702","3,2137","","1,32%"
"28.09.2016","3,2157","3,2352","3,2555","3,2126","","-0,55%"
"27.09.2016","3,2335","3,2398","3,2482","3,2185","","-0,18%"
"26.09.2016","3,2392","3,2451","3,2531","3,2236","","-0,14%"
"23.09.2016","3,2438","3,2211","3,2518","3,2016","","0,74%"
"22.09.2016","3,2199","3,2070","3,2285","3,1809","","0,45%"
"21.09.2016","3,2056","3,2589","3,2605","3,2051","","-1,60%"
"20.09.2016","3,2576","3,2728","3,2756","3,2451","","-0,46%"
"19.09.2016","3,2725","3,2625","3,2787","3,2516","","0,34%"
"16.09.2016","3,2615","3,3019","3,3202","3,2602","","-1,22%"
"15.09.2016","3,3019","3,3448","3,3678","3,2926","","-1,20%"
"14.09.2016","3,3420","3,3132","3,3501","3,2977","","0,87%"
"13.09.2016","3,3131","3,2457","3,3336","3,2430","","2,09%"
"12.09.2016","3,2452","3,2732","3,3100","3,2409","","-0,82%"
"09.09.2016","3,2720","3,2095","3,2848","3,2093","","1,82%"
"08.09.2016","3,2134","3,1930","3,2197","3,1650","","0,69%"
"07.09.2016","3,1915","3,1968","3,2032","3,1928","","-0,08%"
"06.09.2016","3,1940","3,2828","3,2839","3,1941","","-2,68%"
"05.09.2016","3,2820","3,2573","3,2858","3,2467","","0,81%"
"02.09.2016","3,2555","3,2584","3,2708","3,2238","","-0,07%"
"01.09.2016","3,2578","3,2262","3,2640","3,2189","","0,97%"
"31.08.2016","3,2266","3,2412","3,2569","3,2155","","-0,44%"
"30.08.2016","3,2410","3,2299","3,2642","3,2179","","0,36%"
"29.08.2016","3,2293","3,2665","3,2908","3,2294","","-1,07%"
"26.08.2016","3,2641","3,2367","3,2786","3,1890","","0,87%"
"25.08.2016","3,2361","3,2256","3,2423","3,2157","","0,36%"
"24.08.2016","3,2246","3,2340","3,2501","3,2181","","-0,24%"
"23.08.2016","3,2325","3,2015","3,2375","3,1842","","1,00%"
"22.08.2016","3,2005","3,2071","3,2276","3,1970","","-0,06%"
"19.08.2016","3,2025","3,2392","3,2505","3,2029","","-1,11%"
"18.08.2016","3,2383","3,2042","3,2461","3,1995","","1,10%"
"17.08.2016","3,2032","3,2024","3,2356","3,1978","","0,06%"
"16.08.2016","3,2014","3,1861","3,2060","3,1556","","0,50%"
"15.08.2016","3,1856","3,1920","3,1939","3,1562","","-0,19%"
"12.08.2016","3,1917","3,1439","3,1948","3,1392","","1,49%"
"11.08.2016","3,1447","3,1269","3,1548","3,1234","","0,58%"
"10.08.2016","3,1266","3,1457","3,1509","3,1127","","-0,58%"
"09.08.2016","3,1448","3,1753","3,1763","3,1276","","-0,92%"
"08.08.2016","3,1741","3,1651","3,1903","3,1592","","0,30%"
"05.08.2016","3,1645","3,1935","3,1993","3,1594","","-0,91%"
"04.08.2016","3,1935","3,2380","3,2411","3,1909","","-1,33%"
"03.08.2016","3,2367","3,2571","3,2928","3,2367","","-0,62%"
"02.08.2016","3,2568","3,2645","3,2726","3,2376","","-0,23%"
"01.08.2016","3,2644","3,2496","3,2767","3,2466","","0,53%"
"29.07.2016","3,2471","3,2892","3,2928","3,2274","","-1,26%"
"28.07.2016","3,2884","3,2633","3,2990","3,2547","","0,77%"
"27.07.2016","3,2633","3,2766","3,2962","3,2599","","-0,39%"
"26.07.2016","3,2762","3,2864","3,2943","3,2650","","-0,25%"
"25.07.2016","3,2845","3,2568","3,2973","3,2550","","0,87%"
"22.07.2016","3,2563","3,2723","3,2972","3,2539","","-0,45%"
"21.07.2016","3,2710","3,2592","3,2890","3,2423","","0,37%"
"20.07.2016","3,2588","3,2486","3,2638","3,2385","","0,31%"
"19.07.2016","3,2488","3,2535","3,2855","3,2484","","-0,10%"
"18.07.2016","3,2522","3,2777","3,2845","3,2460","","-0,87%"
"15.07.2016","3,2808","3,2534","3,2849","3,2425","","0,94%"
"14.07.2016","3,2501","3,2638","3,2676","3,2168","","-0,40%"
"13.07.2016","3,2630","3,2964","3,3085","3,2638","","-0,96%"
"12.07.2016","3,2945","3,3108","3,3125","3,2646","","-0,42%"
"11.07.2016","3,3085","3,3002","3,3195","3,2917","","0,27%"
"08.07.2016","3,2995","3,3678","3,3691","3,2822","","-2,00%"
"07.07.2016","3,3668","3,3317","3,3712","3,3204","","1,12%"
"06.07.2016","3,3296","3,3030","3,3442","3,2992","","0,84%"
"05.07.2016","3,3019","3,2697","3,3063","3,2690","","1,00%"
"04.07.2016","3,2692","3,2341","3,2711","3,2300","","1,06%"
"01.07.2016","3,2348","3,2137","3,2484","3,1960","","0,69%"
"30.06.2016","3,2126","3,2227","3,2483","3,1824","","-0,28%"
"29.06.2016","3,2215","3,3033","3,3096","3,2184","","-2,43%"
"28.06.2016","3,3016","3,3920","3,3957","3,2987","","-2,65%"
"27.06.2016","3,3916","3,3727","3,4165","3,3663","","0,57%"
"24.06.2016","3,3725","3,3379","3,4497","3,3319","","1,05%"
"23.06.2016","3,3376","3,3768","3,3807","3,3364","","-1,13%"
"22.06.2016","3,3756","3,4158","3,4179","3,3674","","-1,16%"
"21.06.2016","3,4153","3,3945","3,4174","3,3553","","0,65%"
"20.06.2016","3,3934","3,4178","3,4181","3,3743","","-0,66%"
"17.06.2016","3,4158","3,4662","3,4674","3,4149","","-1,44%"
"16.06.2016","3,4656","3,4746","3,5112","3,4620","","-0,20%"
"15.06.2016","3,4726","3,4808","3,5013","3,4448","","-0,22%"
"14.06.2016","3,4802","3,4835","3,5159","3,4569","","-0,04%"
"13.06.2016","3,4817","3,4205","3,4884","3,4138","","1,88%"
"10.06.2016","3,4175","3,3990","3,4482","3,3950","","0,53%"
"09.06.2016","3,3995","3,3629","3,4057","3,3566","","1,13%"
"08.06.2016","3,3615","3,4421","3,4465","3,3590","","-2,31%"
"07.06.2016","3,4410","3,4895","3,5136","3,4411","","-1,36%"
"06.06.2016","3,4885","3,5280","3,5292","3,4845","","-1,00%"
"03.06.2016","3,5237","3,5925","3,5955","3,5220","","-1,89%"
"02.06.2016","3,5916","3,6010","3,6162","3,5775","","-0,22%"
"01.06.2016","3,5996","3,6095","3,6360","3,5770","","-0,30%"
"31.05.2016","3,6105","3,5715","3,6386","3,5545","","1,13%"
"30.05.2016","3,5700","3,6125","3,6163","3,5680","","-1,12%"
"27.05.2016","3,6105","3,5839","3,6300","3,5807","","0,82%"
"26.05.2016","3,5810","3,5836","3,5857","3,5769","","-0,06%"
"25.05.2016","3,5833","3,5713","3,6222","3,5516","","0,36%"
"24.05.2016","3,5703","3,5732","3,5902","3,5420","","-0,05%"
"23.05.2016","3,5722","3,5200","3,5894","3,5136","","1,50%"
"20.05.2016","3,5195","3,5648","3,5668","3,5162","","-1,22%"
"19.05.2016","3,5631","3,5681","3,6192","3,5518","","-0,11%"
"18.05.2016","3,5670","3,4887","3,5695","3,4867","","2,29%"
"17.05.2016","3,4873","3,4994","3,5290","3,4819","","-0,33%"
"16.05.2016","3,4988","3,5324","3,5356","3,4949","","-0,95%"
"13.05.2016","3,5325","3,4855","3,5343","3,4645","","1,38%"
"12.05.2016","3,4845","3,4529","3,5066","3,4349","","0,96%"
"11.05.2016","3,4513","3,4761","3,4825","3,4398","","-0,69%"
"10.05.2016","3,4753","3,5170","3,5183","3,4628","","-1,14%"
"09.05.2016","3,5152","3,5025","3,6762","3,4913","","0,41%"
"06.05.2016","3,5008","3,5347","3,5737","3,4938","","-0,95%"
"05.05.2016","3,5343","3,5472","3,5520","3,5070","","-0,34%"
"04.05.2016","3,5462","3,5572","3,5730","3,5252","","-0,34%"
"03.05.2016","3,5584","3,5004","3,5824","3,4989","","1,65%"
"02.05.2016","3,5006","3,4364","3,5088","3,4338","","1,90%"
"29.04.2016","3,4352","3,4879","3,4978","3,4288","","-1,50%"
"28.04.2016","3,4875","3,5270","3,5293","3,4808","","-1,10%"
"27.04.2016","3,5262","3,5287","3,5563","3,5112","","-0,07%"
"26.04.2016","3,5288","3,5583","3,5595","3,5176","","-0,72%"
"25.04.2016","3,5543","3,5657","3,5703","3,5387","","-0,27%"
"22.04.2016","3,5638","3,5386","3,6004","3,5263","","0,75%"
"21.04.2016","3,5371","3,5295","3,5386","3,5237","","0,25%"
"20.04.2016","3,5284","3,5300","3,5673","3,5239","","-0,12%"
"19.04.2016","3,5326","3,6150","3,6171","3,5237","","-2,27%"
"18.04.2016","3,6147","3,5315","3,6191","3,4714","","2,33%"
"15.04.2016","3,5325","3,4820","3,5600","3,4682","","1,44%"
"14.04.2016","3,4824","3,4983","3,5331","3,4577","","-0,43%"
"13.04.2016","3,4974","3,4887","3,5640","3,4712","","0,15%"
"12.04.2016","3,4920","3,4915","3,5633","3,4772","","0,02%"
"11.04.2016","3,4912","3,5876","3,5919","3,4866","","-2,71%"
"08.04.2016","3,5886","3,6901","3,6915","3,5865","","-2,72%"
"07.04.2016","3,6890","3,6415","3,7191","3,6391","","1,35%"
"06.04.2016","3,6398","3,6804","3,7098","3,6331","","-1,08%"
"05.04.2016","3,6795","3,6233","3,6863","3,6198","","1,57%"
"04.04.2016","3,6228","3,5536","3,6292","3,5464","","1,98%"
"01.04.2016","3,5525","3,5910","3,6234","3,5352","","-1,11%"
"31.03.2016","3,5925","3,6017","3,6341","3,5318","","-0,18%"
"30.03.2016","3,5988","3,6384","3,6497","3,5968","","-1,07%"
"29.03.2016","3,6379","3,6275","3,6773","3,6234","","0,30%"
"28.03.2016","3,6270","3,6871","3,6891","3,6203","","-1,52%"
"25.03.2016","3,6830","3,6781","3,6848","3,6772","","0,20%"
"24.03.2016","3,6756","3,6855","3,7219","3,6768","","-0,23%"
"23.03.2016","3,6841","3,5810","3,6869","3,5773","","2,89%"
"22.03.2016","3,5806","3,6181","3,6528","3,5748","","-0,99%"
"21.03.2016","3,6165","3,6245","3,6489","3,5991","","-0,17%"
"18.03.2016","3,6225","3,6253","3,6755","3,5723","","-0,09%"
"17.03.2016","3,6258","3,7423","3,7455","3,6027","","-3,09%"
"16.03.2016","3,7414","3,7658","3,8534","3,7309","","-0,60%"
"15.03.2016","3,7641","3,6623","3,7805","3,6543","","2,83%"
"14.03.2016","3,6605","3,5828","3,6629","3,5770","","2,22%"
"11.03.2016","3,5811","3,6219","3,6689","3,5725","","-1,07%"
"10.03.2016","3,6200","3,6850","3,7094","3,6079","","-1,72%"
"09.03.2016","3,6834","3,7558","3,7572","3,6799","","-1,88%"
"08.03.2016","3,7541","3,7841","3,8031","3,7326","","-0,72%"
"07.03.2016","3,7815","3,7588","3,7974","3,7344","","0,61%"
"04.03.2016","3,7586","3,7990","3,8010","3,6540","","-1,03%"
"03.03.2016","3,7976","3,8945","3,8995","3,7763","","-2,42%"
"02.03.2016","3,8917","3,9278","3,9418","3,8838","","-0,87%"
"01.03.2016","3,9260","4,0172","4,0225","3,9258","","-2,23%"
"29.02.2016","4,0156","3,9948","4,0236","3,9499","","0,58%"
"26.02.2016","3,9925","3,9559","4,0183","3,9304","","0,96%"
"25.02.2016","3,9545","3,9588","3,9670","3,9203","","-0,08%"
"24.02.2016","3,9576","3,9584","4,0087","3,9466","","0,06%"
"23.02.2016","3,9554","3,9478","3,9811","3,9382","","0,24%"
"22.02.2016","3,9458","4,0214","4,0242","3,9302","","-1,84%"
"19.02.2016","4,0199","4,0274","4,0673","4,0132","","-0,17%"
"18.02.2016","4,0269","3,9856","4,0542","3,9705","","1,09%"
"17.02.2016","3,9836","4,0709","4,0750","3,9664","","-2,14%"
"16.02.2016","4,0708","4,0071","4,0786","3,9873","","1,66%"
"15.02.2016","4,0045","4,0027","4,0063","3,9760","","0,08%"
"12.02.2016","4,0012","3,9946","4,0065","3,9658","","0,20%"
"11.02.2016","3,9931","3,9284","4,0158","3,9240","","1,68%"
"10.02.2016","3,9270","3,8844","3,9495","3,8820","","1,10%"
"09.02.2016","3,8841","3,8970","3,8996","3,8831","","-0,25%"
"08.02.2016","3,8939","3,9037","3,9045","3,8938","","-0,21%"
"05.02.2016","3,9020","3,8897","3,9292","3,8597","","0,35%"
"04.02.2016","3,8882","3,8957","3,9056","3,8444","","-0,15%"
"03.02.2016","3,8939","3,9893","3,9955","3,8942","","-2,36%"
"02.02.2016","3,9880","3,9627","4,0213","3,9608","","0,67%"
"01.02.2016","3,9614","3,9992","4,0273","3,9489","","-0,90%"
"29.01.2016","3,9973","4,0702","4,0963","3,9916","","-1,75%"
"28.01.2016","4,0684","4,1095","4,1251","4,0337","","-0,92%"
"27.01.2016","4,1062","4,0545","4,1113","4,0285","","1,34%"
"26.01.2016","4,0521","4,0901","4,1240","4,0474","","-0,90%"
"25.01.2016","4,0888","4,0946","4,0966","4,0894","","-0,10%"
"22.01.2016","4,0930","4,1576","4,1600","4,0922","","-1,52%"
"21.01.2016","4,1560","4,0970","4,1731","4,0965","","1,47%"
"20.01.2016","4,0956","4,0624","4,1306","4,0609","","0,85%"
"19.01.2016","4,0611","4,0555","4,0662","3,9983","","0,17%"
"18.01.2016","4,0542","4,0484","4,0575","4,0157","","0,19%"
"15.01.2016","4,0464","4,0003","4,0662","4,0002","","1,21%"
"14.01.2016","3,9981","4,0163","4,0424","3,9901","","-0,40%"
"13.01.2016","4,0143","4,0293","4,0299","3,9700","","-0,33%"
"12.01.2016","4,0275","4,0537","4,0625","4,0184","","-0,61%"
"11.01.2016","4,0522","4,0245","4,0671","4,0014","","0,73%"
"08.01.2016","4,0230","4,0453","4,0561","4,0042","","-0,50%"
"07.01.2016","4,0433","4,0248","4,0740","4,0216","","0,51%"
"06.01.2016","4,0229","4,0071","4,0565","4,0032","","0,42%"
"05.01.2016","4,0062","4,0403","4,0585","3,9876","","-0,80%"
"04.01.2016","4,0387","3,9608","4,0706","3,9590","","2,01%"
"01.01.2016","3,9593","3,9593","3,9593","3,9593","","0,00%"
"31.12.2015","3,9593","3,9593","3,9593","3,9593","","0,00%"
"30.12.2015","3,9593","3,8658","4,0200","3,8538","","2,47%"
"29.12.2015","3,8640","3,8585","3,8955","3,8396","","0,18%"
"28.12.2015","3,8571","3,9463","3,9650","3,8569","","-2,22%"
"25.12.2015","3,9448","3,9531","3,9544","3,9463","","-0,17%"
"24.12.2015","3,9515","3,9415","3,9530","3,9336","","0,28%"
"23.12.2015","3,9404","3,9898","3,9969","3,9399","","-1,20%"
"22.12.2015","3,9884","4,0135","4,0175","3,9715","","-0,59%"
"21.12.2015","4,0119","3,9823","4,0419","3,9621","","0,78%"
"18.12.2015","3,9809","3,8796","3,9854","3,8755","","2,65%"
"17.12.2015","3,8781","3,8845","3,9183","3,8585","","-0,13%"
"16.12.2015","3,8833","3,8737","3,9668","3,8727","","0,30%"
"15.12.2015","3,8715","3,8774","3,9110","3,8498","","-0,13%"
"14.12.2015","3,8764","3,8730","3,9238","3,8572","","0,13%"
"11.12.2015","3,8715","3,8122","3,8899","3,8051","","1,58%"
"10.12.2015","3,8111","3,7503","3,8155","3,7406","","1,66%"
"09.12.2015","3,7487","3,7964","3,8195","3,7158","","-1,21%"
"08.12.2015","3,7947","3,7680","3,8214","3,7442","","0,75%"
"07.12.2015","3,7666","3,7540","3,7790","3,7285","","0,43%"
"04.12.2015","3,7506","3,7595","3,7892","3,7237","","-0,20%"
"03.12.2015","3,7581","3,8351","3,8374","3,7332","","-1,97%"
"02.12.2015","3,8337","3,8580","3,8766","3,8225","","-0,58%"
"01.12.2015","3,8560","3,8687","3,9039","3,8253","","-0,30%"
"30.11.2015","3,8675","3,8461","3,9233","3,8341","","0,59%"
"27.11.2015","3,8449","3,7432","3,8481","3,7160","","2,75%"
"26.11.2015","3,7419","3,7425","3,7696","3,7327","","0,02%"
"25.11.2015","3,7410","3,7009","3,8069","3,6947","","1,15%"
"24.11.2015","3,6985","3,7331","3,7453","3,6929","","-0,88%"
"23.11.2015","3,7315","3,7053","3,7405","3,7046","","0,75%"
"20.11.2015","3,7037","3,7195","3,7675","3,7041","","-0,35%"
"19.11.2015","3,7166","3,7667","3,7736","3,7135","","-1,29%"
"18.11.2015","3,7653","3,8104","3,8146","3,7630","","-1,15%"
"17.11.2015","3,8090","3,8187","3,8315","3,7862","","-0,27%"
"16.11.2015","3,8192","3,8453","3,8614","3,8126","","-0,65%"
"13.11.2015","3,8441","3,7710","3,8507","3,7623","","1,95%"
"12.11.2015","3,7707","3,7642","3,8267","3,7400","","0,22%"
"11.11.2015","3,7624","3,7510","3,7875","3,7050","","0,31%"
"10.11.2015","3,7507","3,7989","3,8247","3,7338","","-1,27%"
"09.11.2015","3,7988","3,7713","3,8070","3,7688","","0,77%"
"06.11.2015","3,7698","3,7822","3,8429","3,7514","","-0,26%"
"05.11.2015","3,7798","3,8000","3,8179","3,7653","","-0,53%"
"04.11.2015","3,8001","3,7710","3,8158","3,7457","","0,81%"
"03.11.2015","3,7697","3,8506","3,8743","3,7413","","-2,07%"
"02.11.2015","3,8492","3,8562","3,8584","3,8504","","-0,18%"
"30.10.2015","3,8562","3,8519","3,8909","3,8247","","0,18%"
"29.10.2015","3,8494","3,9085","3,9570","3,8457","","-1,50%"
"28.10.2015","3,9079","3,8884","3,9381","3,8554","","0,54%"
"27.10.2015","3,8868","3,9056","3,9330","3,8862","","-0,45%"
"26.10.2015","3,9045","3,8805","3,9241","3,8257","","0,65%"
"23.10.2015","3,8792","3,9080","3,9307","3,8657","","-0,72%"
"22.10.2015","3,9073","3,9415","3,9642","3,9043","","-0,83%"
"21.10.2015","3,9399","3,9066","3,9665","3,9025","","0,87%"
"20.10.2015","3,9058","3,8856","3,9162","3,8462","","0,56%"
"19.10.2015","3,8842","3,9239","3,9302","3,8614","","-1,01%"
"16.10.2015","3,9237","3,7988","3,9544","3,7940","","3,18%"
"15.10.2015","3,8028","3,8119","3,8766","3,7787","","-0,20%"
"14.10.2015","3,8104","3,8939","3,8964","3,8068","","-2,10%"
"13.10.2015","3,8922","3,7641","3,9003","3,7554","","3,45%"
"12.10.2015","3,7624","3,7636","3,7670","3,7598","","-0,07%"
"09.10.2015","3,7651","3,7851","3,7934","3,7232","","-0,48%"
"08.10.2015","3,7832","3,8852","3,9095","3,7785","","-2,56%"
"07.10.2015","3,8826","3,8540","3,8932","3,7878","","0,76%"
"06.10.2015","3,8534","3,9128","3,9429","3,8263","","-1,49%"
"05.10.2015","3,9118","3,9336","3,9516","3,8885","","-0,50%"
"02.10.2015","3,9316","4,0082","4,0458","3,9283","","-1,94%"
"01.10.2015","4,0092","3,9510","4,0207","3,9375","","1,56%"
"30.09.2015","3,9478","4,0632","4,0647","3,9225","","-2,81%"
"29.09.2015","4,0619","4,1074","4,1542","4,0113","","-1,09%"
"28.09.2015","4,1068","3,9761","4,1140","3,9740","","3,27%"
"25.09.2015","3,9768","3,9368","4,0084","3,8818","","1,03%"
"24.09.2015","3,9363","4,1788","4,2486","3,9364","","-5,77%"
"23.09.2015","4,1775","4,0501","4,1797","4,0140","","3,18%"
"22.09.2015","4,0487","3,9850","4,0676","3,9822","","1,59%"
"21.09.2015","3,9854","3,9439","3,9990","3,9311","","1,04%"
"18.09.2015","3,9445","3,8990","3,9631","3,8617","","1,20%"
"17.09.2015","3,8976","3,8299","3,9089","3,8278","","1,83%"
"16.09.2015","3,8277","3,8634","3,8684","3,8182","","-0,91%"
"15.09.2015","3,8630","3,8151","3,8840","3,8065","","1,29%"
"14.09.2015","3,8139","3,8735","3,8935","3,8051","","-1,45%"
"11.09.2015","3,8700","3,8456","3,8940","3,8199","","0,54%"
"10.09.2015","3,8491","3,7788","3,9167","3,7753","","1,89%"
"09.09.2015","3,7778","3,8191","3,8228","3,7641","","-1,07%"
"08.09.2015","3,8185","3,8389","3,8415","3,7787","","-0,49%"
"07.09.2015","3,8372","3,8434","3,8449","3,8376","","-0,17%"
"04.09.2015","3,8439","3,7406","3,8621","3,7375","","2,84%"
"03.09.2015","3,7377","3,7603","3,8170","3,7334","","-0,56%"
"02.09.2015","3,7588","3,7032","3,7730","3,6913","","1,55%"
"01.09.2015","3,7016","3,6189","3,7045","3,6187","","2,29%"
"31.08.2015","3,6187","3,5820","3,6838","3,5818","","1,06%"
"28.08.2015","3,5808","3,5544","3,6018","3,5438","","0,85%"
"27.08.2015","3,5506","3,5962","3,5992","3,5389","","-1,24%"
"26.08.2015","3,5952","3,6176","3,6560","3,5876","","-0,61%"
"25.08.2015","3,6172","3,5515","3,6177","3,5156","","1,80%"
"24.08.2015","3,5531","3,4998","3,5801","3,4992","","1,54%"
"21.08.2015","3,4993","3,4565","3,5083","3,4518","","1,26%"
"20.08.2015","3,4559","3,4933","3,5226","3,4481","","-1,05%"
"19.08.2015","3,4924","3,4669","3,5154","3,4592","","0,71%"
"18.08.2015","3,4678","3,4803","3,5043","3,4548","","-0,34%"
"17.08.2015","3,4797","3,4879","3,5059","3,4606","","-0,11%"
"14.08.2015","3,4834","3,5196","3,5254","3,4595","","-0,99%"
"13.08.2015","3,5181","3,4810","3,5289","3,4737","","1,08%"
"12.08.2015","3,4804","3,4746","3,5049","3,4456","","0,17%"
"11.08.2015","3,4744","3,4350","3,5170","3,4345","","1,17%"
"10.08.2015","3,4341","3,5077","3,5268","3,4343","","-2,04%"
"07.08.2015","3,5057","3,5399","3,5686","3,4910","","-0,82%"
"06.08.2015","3,5347","3,4863","3,5703","3,4845","","1,41%"
"05.08.2015","3,4855","3,4701","3,5002","3,4523","","0,44%"
